institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,institution.primaryPhotoCardThumb,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
BOSTON-UNIVERSITY,national-universities,BU,MA,Boston,02215,,True,private,,#43,43,True,31,42,14,65168,3.9,3.3,,18459,3.5,1350,29731.0,1350-1500,31-34
BOWDOIN-COLLEGE,national-liberal-arts-colleges,,ME,Brunswick,04011,,True,private,,#9,9,True,33,48,9,64910,,,,1915,,1460,21380.0,1460-1560,33-35
BOWIE-STATE-UNIVERSITY,regional-universities-north,,MD,Bowie,20715,north,True,public,,#130,130,True,15,,87,19839,3.2,,,5378,,800,,800-1050,15-20
BOWLING-GREEN-STATE-UNIVERSITY,national-universities,BGSU,OH,Bowling Green,43403,,True,public,,#280,280,True,20,,79,21424,3.6,,,13853,2.6,990,,990-1200,20-25
BRADLEY-UNIVERSITY,national-universities,,IL,Peoria,61625,,True,private,,#185,185,True,24,70,75,39680,3.8,3.2,,4143,2.5,1050,28080.0,1050-1280,24-30
BRANDEIS-UNIVERSITY,national-universities,,MA,Waltham,02454,,True,private,,#60,60,True,31,40,39,62722,3.8,,,3687,3.1,1340,32193.0,1340-1520,31-34
BRAZOSPORT-COLLEGE,regional-colleges-west,,TX,Lake Jackson,77566,west,True,public,,Unranked,-2,False,,,,4748,,,,3916,,,,N/A,N/A
BRENAU-UNIVERSITY,national-universities,,GA,Gainesville,30501,,True,private,,#394-435,-1,False,18,,87,33275,3.4,,,1367,,970,,970-1160,18-23
BRESCIA-UNIVERSITY,regional-colleges-south,,KY,Owensboro,42301,south,True,private,,#44,44,True,18,,51,30450,,,,577,,920,,920-1190,18-25
BREVARD-COLLEGE,regional-colleges-south,,NC,Brevard,28712,south,True,private,,#33,33,True,18,78,40,31250,3.2,,,732,,960,36250.0,960-1150,18-22
BREWTON-PARKER-COLLEGE,regional-colleges-south,Brewton Parker College,GA,Mount Vernon,30445,south,True,private,,#91-99,-1,False,17,,95,20040,3.2,,,911,,900,,900-1130,17-21
BRIAR-CLIFF-UNIVERSITY,national-universities,,IA,Sioux City,51104,,True,private,,#394-435,-1,False,17,,,34498,3.2,,,709,,,,N/A,17-22
BRIDGEWATER-COLLEGE,national-liberal-arts-colleges,,VA,Bridgewater,22812,,True,private,,#167,167,True,22,,90,41350,,,,1385,,1020,,1020-1230,22-28
BRIDGEWATER-STATE-UNIVERSITY,regional-universities-north,,MA,Bridgewater,02325,north,True,public,,#91,91,True,19,,88,17444,3.3,,,8116,,1030,,1030-1215,19-25
BRIGHAM-YOUNG-UNIVERSITY,national-universities,BYU Provo Brigham Young University Provo,UT,Provo,84602,,True,private,,#115,115,True,27,34,67,6496,3.9,2.5,,31401,3.6,1280,15055.0,1280-1468,27-32
BRIGHAM-YOUNG-UNIVERSITY-HAWAII,regional-colleges-west,BYU Hawaii Brigham Young University Hawaii,HI,Laie Oahu,96762,west,True,private,,#9,9,False,21,,88,6250,,,,2893,,1075,,1075-1260,21-27
BRIGHAM-YOUNG-UNIVERSITY-IDAHO,regional-colleges-west,BYU Idaho Brigham Young University Idaho,ID,Rexburg,83460,west,True,private,,#8,8,False,20,,97,4536,,2.7,,44304,,990,,990-1200,20-26
BROOKLINE-COLLEGE-ALBUQUERQUE,health,,NM,Albuquerque,,,True,proprietary,,Unranked,-2,False,,,,91801,,,,556,,,,N/A,N/A
BROOKLINE-COLLEGE-PHOENIX,health,,AZ,Phoenix,,,True,proprietary,,Unranked,-2,False,,,,89404,,,,1000,,,,N/A,N/A
BROWARD-COLLEGE,regional-colleges-south,,FL,Fort Lauderdale,33301,south,True,public,,#47,47,True,,,100,10329,,,,30057,,,,N/A,N/A
BROWN-UNIVERSITY,national-universities,,RI,Providence,02912,,True,private,,#9,9,True,34,44,5,68230,,3.4,,7639,,1490,25337.0,1490-1580,34-36
BRYAN-COLLEGE,regional-universities-south,,TN,Dayton,37321,south,True,private,,#63,63,True,,,,18050,,,,1376,,,,N/A,N/A
BRYAN-COLLEGE-OF-HEALTH-SCIENCES,health,,NE,Lincoln,,,True,private,,Unranked,-2,False,,,91,17870,,,,620,,,,N/A,N/A
BRYANT-&-STRATTON-COLLEGE-WAUWATOSA,unranked,,WI,,,,True,proprietary,,Unranked,-2,False,,,,19267,,,,1229,,,,N/A,N/A
BRYANT-UNIVERSITY,regional-universities-north,,RI,Smithfield,02917,north,True,private,,#6,6,False,27,56,69,51169,3.5,,,3153,2.6,1163,44340.0,1163-1320,27-32
BRYN-ATHYN-COLLEGE-OF-THE-NEW-CHURCH,national-liberal-arts-colleges,,PA,Bryn Athyn,19009,,True,private,,#174,174,True,19,,80,28669,3.2,,,272,,980,,980-1253,19-21
BRYN-MAWR-COLLEGE,national-liberal-arts-colleges,,PA,Bryn Mawr,19010,,True,private,,#30,30,True,29,44,31,62560,,,,1409,,1280,22118.0,1280-1500,29-35
BUCKNELL-UNIVERSITY,national-liberal-arts-colleges,,PA,Lewisburg,17837,,True,private,,#30,30,True,30,39,33,64772,3.6,4.1,,3747,2.9,1310,38645.0,1310-1470,30-33
BUENA-VISTA-UNIVERSITY,regional-universities-midwest,,IA,Storm Lake,50588,midwest,True,private,,#47,47,True,20,84,77,40190,3.5,,,1474,,930,23671.0,930-1130,20-24
BUSHNELL-UNIVERSITY,regional-universities-west,,OR,Eugene,97401,west,True,private,,#73,73,True,,,67,34740,3.5,,,508,,920,,920-1050,N/A
BUTLER-UNIVERSITY,regional-universities-midwest,,IN,Indianapolis,46208,midwest,True,private,,#1,1,False,24,47,82,45980,3.9,,,4427,2.6,1110,37564.0,1110-1320,24-30
CABARRUS-COLLEGE-OF-HEALTH-SCIENCES,health,,NC,Concord,28025,,True,private,,Unranked,-2,False,,,46,15560,,,,438,,,,N/A,N/A
CAIRN-UNIVERSITY,regional-universities-north,,PA,Langhorne,19047,north,True,private,,#144,144,True,,,82,31355,,,,844,,,,N/A,N/A
CALDWELL-UNIVERSITY,regional-universities-north,,NJ,Caldwell,07006,north,True,private,,#80,80,True,,71,66,39660,3.3,,,1605,,1013,27166.0,1013-1360,N/A
CALIFORNIA-BAPTIST-UNIVERSITY,regional-universities-west,CBU,CA,Riverside,92504,west,True,private,,#30,30,True,19,53,80,40030,3.5,2.4,,8223,,940,43322.0,940-1180,19-25
CALIFORNIA-COLLEGE-OF-THE-ARTS,specialty-arts,CCA,CA,San Francisco,94107,,True,private,,Unranked,-2,False,,,78,57946,,,,1249,,,,N/A,N/A
CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,national-universities,CalTech Cal Tech,CA,Pasadena,91125,,True,private,,#7,7,True,,51,3,63255,,4.5,,982,,,25429.0,N/A,N/A
CALIFORNIA-INSTITUTE-OF-THE-ARTS,regional-universities-west,,CA,Valencia,91355,west,True,private,,#28,28,True,,,29,55056,,,,965,,,,N/A,N/A
CALIFORNIA-LUTHERAN-UNIVERSITY,regional-universities-west,CLU,CA,Thousand Oaks,91360,west,True,private,,#11,11,True,26,70,87,50670,3.8,,,2513,,1150,34457.0,1150-1320,26-30
CALIFORNIA-POLYTECHNIC-STATE-UNIVERSITY-HUMBOLDT,regional-universities-west,,CA,Arcata,95521,west,True,public,,#32,32,False,21,2,90,19744,3.5,2.8,,5308,,1040,29462.0,1040-1273,21-24
CALIFORNIA-POLYTECHNIC-STATE-UNIVERSITY-SAN-LUIS-OBISPO,regional-universities-west,Cal Poly California Polytechnic State University San Luis Obispo,CA,San Luis Obispo,93407,west,True,public,,#1,1,False,28,15,30,26970,3.9,4.2,,20963,2.9,1240,38894.0,1240-1470,28-33
CALIFORNIA-STATE-POLYTECHNIC-UNIVERSITY-POMONA,regional-universities-west,Cal Poly  California State Polytechnic University Pomona,CA,Pomona,91768,west,True,public,,#3,3,False,,9,55,19318,3.8,3.9,,25181,2.8,,39145.0,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-BAKERSFIELD,regional-universities-west,Cal State Bakersfield California State University Bakersfield,CA,Bakersfield,93311,west,True,public,,#34,34,True,16,,85,17212,3.5,2.8,,8188,2.4,900,,900-1208,16-22
CALIFORNIA-STATE-UNIVERSITY-CHANNEL-ISLANDS,regional-universities-west,California State University Channel Islands,CA,Camarillo,93012,west,True,public,,#28,28,True,,,93,18697,,,,6471,,,,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-CHICO,regional-universities-west,Cal State University Chico California State University Chico,CA,Chico,95929,west,True,public,,#16,16,False,20,1,92,19944,3.4,2.8,,12885,2.4,930,26572.0,930-1186,20-28
CALIFORNIA-STATE-UNIVERSITY-DOMINGUEZ-HILLS,regional-universities-west,Cal State University Dominguez Hills California State University Dominguez Hills,CA,Carson,90747,west,True,public,,#38,38,False,,5,89,17876,3.2,,,13816,2.1,,34586.0,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-EAST-BAY,national-universities,Cal State University East Bay California State University East Bay,CA,Hayward,94542,,True,public,,#280,280,True,,,82,18875,,2.5,,12114,2.2,,,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-FRESNO,national-universities,Cal State University Fresno California State University Fresno,CA,Fresno,93740,,True,public,,#185,185,True,16,1,95,13112,3.5,3.0,,21305,2.5,880,28109.0,880-1140,16-24
CALIFORNIA-STATE-UNIVERSITY-FULLERTON,national-universities,Cal State University Fullerton California State University Fullerton,CA,Fullerton,92831,,True,public,,#133,133,True,18,1,67,18954,3.7,3.1,,35239,2.8,910,41879.0,910-1190,18-27
CALIFORNIA-STATE-UNIVERSITY-LONG-BEACH,national-universities,Cal State University Long Beach California State University Long Beach,CA,Long Beach,90840,,True,public,,#105,105,True,,,40,17200,3.7,3.4,,32711,2.7,,,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-LOS-ANGELES,regional-universities-west,Cal State University Los Angeles California State University Los Angeles Cal State LA CSULA,CA,Los Angeles,90032,west,True,public,,#21,21,True,,43,87,17388,3.4,3.3,,22536,2.8,,36473.0,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-MARITIME-ACADEMY,regional-colleges-west,,CA,Vallejo,94590,west,True,public,,#2,2,False,,,82,18996,,2.9,,880,,,,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-MONTEREY-BAY,regional-universities-west,Cal State University Monterey Bay California State University Monterey Bay,CA,Seaside,93955,west,True,public,,#14,14,True,20,,92,19233,3.5,,,6253,,1008,,1008-1263,20-28
CALIFORNIA-STATE-UNIVERSITY-NORTHRIDGE,regional-universities-west,Cal State University Northridge CSUN California State University Northridge,CA,Northridge,91330,west,True,public,,#25,25,True,,,68,18949,3.4,3.2,,31957,2.7,,,N/A,N/A
CALIFORNIA-STATE-UNIVERSITY-SACRAMENTO,regional-universities-west,Cal State University Sacramento Sac State California State University Sacramento Sacramento State,CA,Sacramento,95819,west,True,public,,#18,18,True,17,,92,19482,3.5,3.2,,28389,2.5,860,,860-1140,17-22
CALIFORNIA-STATE-UNIVERSITY-SAN-BERNARDINO,national-universities,Cal State University San Bernardino California State University San Bernardino,CA,San Bernardino,92407,,True,public,,#170,170,True,17,87,91,14311,3.4,2.7,,16813,2.3,,25686.0,N/A,17-22
CALIFORNIA-STATE-UNIVERSITY-SAN-MARCOS,regional-universities-west,Cal State University San Marcos California State University San Marcos,CA,San Marcos,92096,west,True,public,,#28,28,True,17,,94,17232,3.3,,,12917,2.3,870,,870-1100,17-25
CALIFORNIA-STATE-UNIVERSITY-STANISLAUS,regional-universities-west,Cal State University Stanislaus California State University Stanislaus,CA,Turlock,95382,west,True,public,,#10,10,False,,,93,19698,3.4,,,8926,2.1,,,N/A,N/A
CALUMET-COLLEGE-OF-ST.-JOSEPH,regional-universities-midwest,Calumet College of St Joseph Calumet College of Saint Joseph,IN,Whiting,46394,midwest,True,private,,#149-164,-1,False,12,,33,22730,2.6,,,563,,813,,813-1008,12-17
CALVARY-UNIVERSITY,regional-colleges-midwest,,MO,Kansas City,64147,midwest,True,private,,#64,64,True,18,,59,12500,,,,303,,870,,870-1370,18-22
CALVIN-UNIVERSITY,regional-universities-midwest,,MI,Grand Rapids,49546,midwest,True,private,,#4,4,False,25,54,74,38670,3.8,3.0,,2960,,1120,30533.0,1120-1370,25-30
CAMBRIDGE-COLLEGE,regional-universities-north,,MA,Cambridge,02138,north,True,private,,Unranked,-2,False,,,,17190,,,,988,,,,N/A,N/A
CAMERON-UNIVERSITY,regional-universities-west,,OK,Lawton,73505,west,True,public,,#97,97,False,16,,100,16320,3.4,,,3133,,,,N/A,16-21
CAMPBELLSVILLE-UNIVERSITY,regional-universities-south,,KY,Campbellsville,42718,south,True,private,,#100,100,True,,,,26100,,,,4666,,,,N/A,N/A
CAMPBELL-UNIVERSITY,national-universities,,NC,Buies Creek,27506,,True,private,,#320,320,True,19,,89,40410,3.5,,,2965,,1000,,1000-1220,19-25
CANISIUS-UNIVERSITY,regional-universities-north,,NY,Buffalo,14208,north,True,private,,#33,33,True,22,66,78,32720,3.6,,,1788,2.5,1050,29184.0,1050-1320,22-28
CAPITAL-UNIVERSITY,regional-universities-midwest,,OH,Columbus,43209,midwest,True,private,,#47,47,True,18,75,72,41788,3.5,,,1938,,960,28908.0,960-1186,18-24
CAPITOL-TECHNOLOGY-UNIVERSITY,national-universities,,MD,Laurel,20708,,True,private,,#395-435,-1,False,,,47,27004,,< 2.0,,331,,,,N/A,N/A
CARIBBEAN-UNIVERSITY,regional-universities-south,,PR,Bayamon,00960,south,True,private,,#123-135,-1,False,,,,5966,,< 2.0,,617,,,,N/A,N/A
CARLETON-COLLEGE,national-liberal-arts-colleges,,MN,Northfield,55057,,True,private,,#9,9,True,32,58,17,65457,,,,2034,,1430,28244.0,1430-1550,32-35
CARLOW-UNIVERSITY,regional-universities-north,,PA,Pittsburgh,15213,north,True,private,,#87,87,True,21,,93,35628,3.5,,,1247,,908,,908-1138,21-23
CARNEGIE-MELLON-UNIVERSITY,national-universities,CMU,PA,Pittsburgh,15213,,True,private,,#24,24,True,34,36,11,63829,3.9,4.4,,7509,4.3,1490,30695.0,1490-1570,34-35
CAROLINAS-COLLEGE-OF-HEALTH-SCIENCES,health,,NC,,,,True,public,,Unranked,-2,False,,,61,16179,,,,473,,,,N/A,N/A
CARROLL-COLLEGE,regional-colleges-west,,MT,Helena,59625,west,True,private,,#3,3,False,13,56,78,40352,3.7,2.2,,1160,,1080,28201.0,1080-1200,13-29
CARROLL-UNIVERSITY,regional-universities-midwest,,WI,Waukesha,53186,midwest,True,private,,#38,38,True,22,74,72,37230,3.5,,,2771,,1060,25710.0,1060-1340,22-28
CARSON-NEWMAN-UNIVERSITY,national-universities,Carson Newman College,TN,Jefferson City,37760,,True,private,,#361,361,True,19,,80,34700,3.6,,,1528,,980,,980-1143,19-26
CARTHAGE-COLLEGE,regional-universities-midwest,,WI,Kenosha,53140,midwest,True,private,,#32,32,True,20,72,82,36500,3.3,,,2559,,1040,25208.0,1040-1210,20-26
CASCADIA-COLLEGE,regional-colleges-west,,WA,Bothell,98011,west,True,public,,Unranked,-2,False,,,,10426,,,,1996,,,,N/A,N/A
CASE-WESTERN-RESERVE-UNIVERSITY,national-universities,,OH,Cleveland,44106,,True,private,,#53,53,True,32,,27,62234,3.8,3.4,,6017,3.4,1410,,1410-1540,32-35
CASTLETON-UNIVERSITY,regional-universities-north,,VT,Castleton,05735,north,True,public,,#136,136,False,16,,87,30046,,,,1744,,958,,958-1158,16-22
CATAWBA-COLLEGE,regional-colleges-south,,NC,Salisbury,28144,south,True,private,,#6,6,True,18,65,67,33400,3.6,,,1094,,1000,39887.0,1000-1210,18-27
THE-CATHOLIC-UNIVERSITY-OF-AMERICA,national-universities,CUA,DC,Washington,20064,,True,private,,#178,178,True,22,56,86,55834,3.5,2.0,,3011,,1110,36408.0,1110-1340,22-29
CEDAR-CREST-COLLEGE,regional-universities-north,,PA,Allentown,18104,north,True,private,,#87,87,True,,,84,44934,3.4,,,953,,960,,960-1245,N/A
CEDARVILLE-UNIVERSITY,regional-universities-midwest,,OH,Cedarville,45314,midwest,True,private,,#21,21,True,23,42,65,36078,,3.1,,4533,,1130,41476.0,1130-1380,23-29
CEM-COLLEGE-SAN-JUAN,health,,PR,San Juan,,,True,proprietary,,Unranked,-2,False,,,,12300,,,,236,,,,N/A,N/A
CENTENARY-COLLEGE,national-liberal-arts-colleges,,LA,Shreveport,71104,,True,private,,#139,139,True,21,,64,40000,,,,523,,1080,,1080-1260,21-27
CENTENARY-UNIVERSITY,regional-universities-north,,NJ,Hackettstown,07840,north,True,private,,#106,106,False,15,,98,35934,,,,1128,,990,,990-1170,15-22
CENTRAL-BAPTIST-COLLEGE,regional-colleges-south,,AR,Conway,72032,south,True,private,,#68,68,True,17,,61,19680,,,,564,,841,,841-1083,17-24
CENTRAL-CHRISTIAN-COLLEGE-OF-KANSAS,regional-colleges-midwest,,KS,McPherson,67460,midwest,True,private,,#68-74,-1,False,,,100,30800,3.1,,,536,,,,N/A,N/A
CENTRAL-COLLEGE,national-liberal-arts-colleges,,IA,Pella,50219,,True,private,,#135,135,True,19,,79,20988,3.6,< 2.0,,1169,,1040,,1040-1218,19-26
CENTRAL-CONNECTICUT-STATE-UNIVERSITY,regional-universities-north,,CT,New Britain,06050,north,True,public,,#69,69,True,18,50,77,25736,3.2,2.3,,7665,2.1,940,34608.0,940-1160,18-24
CENTRALIA-COLLEGE,regional-colleges-west,,WA,Centralia,98531,west,True,public,,Unranked,-2,False,,,,5381,,,,2153,,,,N/A,N/A
CENTRAL-METHODIST-UNIVERSITY-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES,regional-colleges-midwest,,MO,Fayette,65248,midwest,True,private,,#27,27,True,18,,98,27140,3.3,,,1080,,923,,923-1090,18-23
CENTRAL-MICHIGAN-UNIVERSITY,national-universities,,MI,Mount Pleasant,48859,,True,public,,#260,260,True,21,,79,14790,3.5,2.7,,10421,2.3,980,,980-1220,21-27
CENTRAL-PENN-COLLEGE,regional-colleges-north,,PA,Summerdale,17093,north,True,proprietary,,#35,35,True,,,89,19404,,,,872,,,,N/A,N/A
CENTRAL-STATE-UNIVERSITY,regional-colleges-midwest,,OH,Wilberforce,45384,midwest,True,public,,#68-74,-1,False,14,,89,9830,2.8,< 2.0,,5406,,770,,770-950,14-18
CENTRAL-WASHINGTON-UNIVERSITY,regional-universities-west,,WA,Ellensburg,98926,west,True,public,,#37,37,False,,31,95,26393,3.1,,,8609,2.0,940,35650.0,940-1180,N/A
CENTRE-COLLEGE,national-liberal-arts-colleges,,KY,Danville,40422,,True,private,,#51,51,True,26,61,62,50550,3.8,,,1357,,1195,22386.0,1195-1470,26-34
CHADRON-STATE-COLLEGE,regional-universities-midwest,,NE,Chadron,69337,midwest,True,public,,#132,132,False,,,,7834,,,,1800,,,,N/A,N/A
CHAMBERLAIN-UNIVERSITY,health,,IL,Downers Grove,60515,,True,proprietary,,Unranked,-2,False,,,93,20410,,,,13324,,,,N/A,N/A
CHAMINADE-UNIVERSITY-OF-HONOLULU,regional-universities-west,,HI,Honolulu,96816,west,True,private,,#30,30,True,,68,93,29970,3.5,,,1118,,,30205.0,N/A,N/A
CHAMPLAIN-COLLEGE,regional-universities-north,,VT,Burlington,05401,north,True,private,,#91,91,True,27,,56,45550,3.5,,,1784,,1163,,1163-1348,27-31
CHAPMAN-UNIVERSITY,national-universities,,CA,Orange,92866,,True,private,,#133,133,True,26,49,73,62784,,,,7869,2.7,1200,60003.0,1200-1400,26-31
CHARLES-R.-DREW-UNIVERSITY-OF-MEDICINE-AND-SCIENCE,health,,CA,Los Angeles,90059,,True,private,,Unranked,-2,False,,,80,18800,,,,246,,,,N/A,N/A
CHARLESTON-SOUTHERN-UNIVERSITY,regional-universities-south,,SC,Charleston,29423,south,True,private,,#59,59,True,18,,87,29990,3.4,,,2836,,940,,940-1170,18-23
CHATHAM-UNIVERSITY,national-universities,,PA,Pittsburgh,15232,,True,private,,#209,209,True,21,74,66,43810,,,,1499,,1060,51081.0,1060-1270,21-29
CHESTNUT-HILL-COLLEGE,regional-universities-north,,PA,Philadelphia,19118,north,True,private,,#121,121,True,,,98,39410,,,,1072,,900,,900-1090,N/A
CHEYNEY-UNIVERSITY-OF-PENNSYLVANIA,national-liberal-arts-colleges,,PA,Cheyney,19319,,True,public,,#182,182,True,,,,18870,,,,642,,,,N/A,N/A
CHICAGO-SCHOOL-OF-PROFESSIONAL-PSYCHOLOGY-AT-LOS-ANGELES,health,,CA,Los Angeles,,,True,private,,Unranked,-2,False,,,37,13224,,,,223,,,,N/A,N/A
CHICAGO-STATE-UNIVERSITY,regional-universities-midwest,,IL,Chicago,60628,midwest,True,public,,#149-164,-1,False,,,47,13638,,,,1502,,,,N/A,N/A
CHIPOLA-COLLEGE,regional-colleges-south,,FL,Marianna,32446,south,True,public,,Unranked,-2,False,,,63,8950,,,,1826,,,,N/A,N/A
CHOWAN-UNIVERSITY,regional-colleges-south,,NC,Murfreesboro,27855,south,True,private,,#68,68,True,18,,87,27110,3,,,800,,970,,970-1120,18-24
CHRIST-COLLEGE-OF-NURSING-AND-HEALTH-SCIENCES,health,,OH,Cincinnati,,,True,private,,Unranked,-2,False,,,64,16472,,,,879,,,,N/A,N/A
CHRISTIAN-BROTHERS-UNIVERSITY,regional-universities-south,,TN,Memphis,38104,south,True,private,,#13,13,True,19,59,88,37300,3.8,2.3,,1253,,920,23081.0,920-1330,19-27
CHRISTOPHER-NEWPORT-UNIVERSITY,regional-universities-south,CNU,VA,Newport News,23606,south,True,public,,#7,7,False,22,10,85,30588,3.8,< 2.0,,4449,2.1,1100,39443.0,1100-1290,22-29
THE-CITADEL-THE-MILITARY-COLLEGE-OF-SOUTH-CAROLINA,regional-universities-south,,SC,Charleston,29409,south,True,public,,#2,2,False,23,33,99,36614,3.8,3.3,,2695,2.7,1090,31597.0,1090-1270,23-27
CLAFLIN-UNIVERSITY,national-liberal-arts-colleges,,SC,Orangeburg,29115,,True,private,,#159,159,True,17,,78,17046,3,,,1749,,840,,840-1090,17-21
CLAREMONT-MCKENNA-COLLEGE,national-liberal-arts-colleges,,CA,Claremont,91711,,True,private,,#11,11,True,33,42,10,64150,,,,1386,,1440,23392.0,1440-1550,33-35
CLARK-ATLANTA-UNIVERSITY,national-universities,,GA,Atlanta,30314,,True,private,,#361,361,True,17,,56,26446,3.3,,,3427,2.2,860,,860-1053,17-20
CLARK-COLLEGE,regional-colleges-west,,WA,Vancouver,98663,west,True,public,,Unranked,-2,False,,,,10133,,,,6921,,,,N/A,N/A
CLARKE-UNIVERSITY,national-universities,,IA,Dubuque,52001,,True,private,,#280,280,True,18,,67,39600,3.3,,,785,,890,,890-1150,18-23
CLARKSON-COLLEGE,health,,NE,Omaha,68131,,True,private,,Unranked,-2,False,,,96,14880,,,,616,,,,N/A,N/A
CLARKSON-UNIVERSITY,national-universities,,NY,Potsdam,13699,,True,private,,#142,142,True,25,79,78,57950,3.8,2.4,,2668,2.5,1190,38553.0,1190-1370,25-30
CLARKS-SUMMIT-UNIVERSITY,regional-universities-north,,PA,Clarks Summit,18411,north,True,private,,#151-167,-1,False,,,58,29700,,,,467,,,,N/A,N/A
CLARK-UNIVERSITY,national-universities,,MA,Worcester,01610,,True,private,,#142,142,True,28,60,50,55187,3.7,,,2389,2.6,1250,30516.0,1250-1430,28-33
CLAYTON-STATE-UNIVERSITY,regional-universities-south,,GA,Morrow,30260,south,True,public,,#91,91,True,16,,56,19486,3.2,,,5283,2.0,890,,890-1090,16-20
CLEAR-CREEK-BAPTIST-BIBLE-COLLEGE,faith,,KY,Pineville,40977,,True,private,,Unranked,-2,False,,,,9970,,,,134,,,,N/A,N/A
CLEARY-UNIVERSITY,specialty-business,,MI,Howell,48843,,True,private,,Unranked,-2,False,,,76,13629,,,,612,,,,N/A,N/A
CLEMSON-UNIVERSITY,national-universities,,SC,Clemson,29634,,True,public,,#86,86,True,28,21,43,39502,,3.1,,22566,3.2,1220,48937.0,1220-1410,28-32
CLEVELAND-INSTITUTE-OF-ART,specialty-arts,,OH,Cleveland,44106,,True,private,,Unranked,-2,False,,,70,47880,3.5,,,584,,,,N/A,N/A
CLEVELAND-INSTITUTE-OF-MUSIC,specialty-arts,,OH,Cleveland,44106,,True,private,,Unranked,-2,False,,,33,42370,,,,208,,,,N/A,N/A
CLEVELAND-STATE-UNIVERSITY,national-universities,CSU,OH,Cleveland,44115,,True,public,,#320,320,True,18,,85,17875,3.3,2.0,,9950,2.5,,,N/A,18-25
CLEVELAND-UNIVERSITY-KANSAS-CITY,health,,KS,Overland Park,66210,,True,private,,Unranked,-2,False,,,100,14400,,,,91,,,,N/A,N/A
CLOVER-PARK-TECHNICAL-COLLEGE,regional-colleges-west,,WA,Lakewood,98499,west,True,public,,Unranked,-2,False,,,,5909,,,,2846,,,,N/A,N/A
COASTAL-CAROLINA-UNIVERSITY,regional-universities-south,,SC,Conway,29528,south,True,public,,#36,36,True,20,21,79,29628,3.7,2.1,,9794,2.1,1020,37517.0,1020-1190,20-25
